name,expression,weight,ic_mean,rank_ic_mean,icir,rank_icir
f01_Less_Sub_2_0_high_10_0,"Less(Sub(2.0,$high),-10.0)",-0.0014225946756699736,-0.0060389811380013175,0.025715891207674164,-0.02177493989386324,0.08624271897126802
f02_Div_Less_2_0_Greater_vwap_Add_10_0_V,"Div(Less(2.0,Greater($vwap,Add(-10.0,Var($open,5d)))),Mul(0.01,$vwap))",-0.03761813954356636,0.11660067802976111,0.03324649063364818,0.38681412923940434,0.11099985869848908
f03_Max_Sub_1_0_Add_Ref_Std_Mul_vwap_0_5,"Max(Sub(1.0,Add(Ref(Std(Mul($vwap,0.5),5d),20d),-2.0)),20d)",0.05667057006454114,-0.0404035620928539,0.01928138631305026,-0.1609051741714087,0.07670997530522213
f04_Sub_Abs_Greater_0_5_Sub_vwap_0_01_Ad,"Sub(Abs(Greater(-0.5,Sub($vwap,0.01))),Add($high,5.0))",-0.23798071050238154,-0.0074335190976173166,0.038155445793991535,-0.02704153160544461,0.12588642502985517
f05_Delta_Sub_1_0_open_40d,"Delta(Sub(-1.0,$open),40d)",0.244387182533578,0.050391123632418336,0.1404505748243723,0.21358208539715748,0.5545973645879834
f06_Div_Greater_0_5_low_vwap,"Div(Greater(0.5,$low),$vwap)",0.07663756362372125,-0.05178897860887595,0.020444905064092755,-0.17307695124761777,0.08039573400094212
f07_Div_Min_high_40d_1_0,"Div(Min($high,40d),-1.0)",0.3452832390565418,0.006151259233924511,0.0164198840615881,0.02225030501334171,0.05778358958435485
